FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106344029,MERCY HOSPITAL - FOLSOM,7/1/2017,6/30/2018,365,Audited,Excl. Ind. Audit Adj.,Sacramento,2,309,Non-Profit,General,Comparable,,916-938-7400,1650 CREEKSIDE DRIVE,FOLSOM,95630,RANDALL ROSS,PRESIDENT,WWW.MERCYFOLSOM.ORG,DIGNITY HEALTH,KENTON FONG,DIGNITY HEALTH,,05-0414,,,106,106,72,9326,3346,1247,3088,0,242,7117,47,163,24576,2529,899,311,797,0,67,1855,12,41,6511,106,0,0,0,0,0,24576,0,0,0,0,0,6511,0,0,0,0,0,63.5,63.5,3.8,3.8,0,0,0,10986,4852,3373,15769,1,1436,21493,776,1644,60330,48258,0,0,12851,1934,3,204165,170670,1679,1987,625,255,1001198320,776134605,33137805,258201520,698749,204906294,53993975,23569940,250732,0,0,77313183,161093560,204486898,635617862,197626450,76611807,24125102,64284516,0,6581007,133231336,981956,3437717,506879891,99590368,46014728,21715768,103730899,13589,11550933,196352206,4920611,10429327,494318429,256901536,110022275,33183927,142627501,0,7480,14885488,185048738,14031322,0,11291962,0,8134376,0,4175060,0,28962745,37636936,11736141,8152957,28105675,6109,3095886,168190305,0,1277511,0,0,128887,20993534,0,0,32248072,19348494,55173059,11636702,0,4045,0,23804031,8736393,44749888,9205610,62730622,34409717,7165187,5305875,21931150,46619957,8582963,923525,2052822,1409190,13775286,350054845,0,43940380,2193770,2759576,0,398948571,20649289,0,20554663,357744619,398948571,17472903,146676112,-114712137,66497760,38317186,111682872,67742492,0,93858,22347811,22544463,1989800,1341640,0,557,200,1073842,143320,1217162,539,0,89745,254879,357475,0,25145,119250,108809,59879,34140,24520,312221,138643,270296,0,210097,52481,90104,0,358280,155489,305326,0,236810,59910,101347,0
106240942,MERCY MEDICAL CENTER - MERCED,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Merced,6,515,Non-Profit,General,Comparable,,209-564-5000,333 MERCY AVENUE,MERCED,95340,CHUCK KASSIS,PRESIDENT,WWW.MERCYMERCEDCARES.ORG,DIGNITY HEALTH,ERIC CARINO,DIGNITY HEALTH,,05-0444,HSC30444I,,186,186,144,22435,2073,2647,14279,0,755,5280,114,166,47749,5039,454,924,4416,0,196,1711,27,40,12807,186,0,0,0,0,0,47749,0,0,0,0,0,12807,0,0,0,0,0,70.3,70.3,3.7,3.7,0,0,0,39246,2983,16484,88272,0,4319,19383,1896,3111,175694,71309,51319,10655,47829,0,7,284445,450840,2311,3021,1589,803,1393853444,1048336037,0,345517407,2809474,311535039,36791842,832207,0,0,0,37624049,347326930,296191219,750335295,383882641,35374964,44286833,243370615,0,13637506,100929458,1542241,4270978,827295236,150921303,11914022,30746494,250921535,0,15049821,89550442,4323388,13131203,566558208,453312374,40053749,47403873,370697281,-7239481,0,19896746,83229094,13982670,0,18459509,0,8540222,0,0,0,0,78401076,6091624,22636603,126441553,0,8148111,102840829,0,957611,0,-4144403,82627,231874,0,0,53901655,25826240,74362448,0,0,125217,4934305,40375262,11838081,73817041,26354790,91645102,52420041,14764007,8982141,34769287,41627619,19646751,2047454,1358308,11214701,33059628,102376960,7500000,190499476,2380344,11387804,0,314144584,59158223,0,132288422,122697939,314144584,10994610,175476159,-142408158,233428225,72310380,325846958,135347482,0,0,144473335,144473335,12184913,0,1099940,1176,417,2267302,286198,2553500,259,24,179560,442644,670752,55443,118552,264765,203571,224587,21796,85632,635478,329822,496066,60352,400569,132592,212423,0,717209,369212,559351,68584,447731,151635,239778,0
106450949,MERCY MEDICAL CENTER - REDDING,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Shasta,1,209,Non-Profit,General,Comparable,,530-225-6000,2175 ROSALINE AVE,REDDING,96001,TODD SMITH,PRESIDENT,WWW.MERCY.ORG,DIGNITY HEALTH,JAMES WACHTER,DIGNITY HEALTH,2,05-0280,,ZZR00280G,267,267,187,27542,1059,7155,15906,1,2009,9708,230,152,63762,5424,252,1530,5243,1,450,2485,55,37,15477,267,0,0,0,0,0,63762,0,0,0,0,0,15477,0,0,0,0,0,65.4,65.4,4.1,4.1,0,0,0,85571,1570,29030,40264,4,19552,23059,1488,2050,202588,55502,51257,15004,66421,0,6,566820,324615,5176,4649,1449,610,1843469262,1336370176,370464,507469550,2951555,465989996,44431109,51560411,416467,0,0,95575053,337551235,346782606,1159135421,550278010,20770530,82606180,216263655,35029,45975604,159236164,4833056,3197150,1083195378,353059110,8122972,30760854,170518552,17581,39139291,145399797,5571853,7683874,760273884,738070929,23900655,42457478,282754490,0,41106,61126469,136939135,17244952,0,24918935,0,8916027,0,370464,0,0,160460540,4694365,56876826,102810469,11322,23087499,158142753,0,1385776,0,-16469376,529006,49634030,0,0,80320716,55643075,142167883,0,0,73403,3976506,53733154,15961887,90889029,23224343,136888509,80427186,25978158,9981295,82972409,60545849,20025831,1756569,2258798,1023762,44131630,757727336,0,71833572,19308591,8741014,0,857610513,50142682,0,17573612,789894219,857610513,42467662,274922385,-211536611,153068001,83407109,252926274,181092702,0,294996,18717194,19342843,1769231,0,1788453,1453,570,2744443,372129,3116572,448,27,168584,611127,975133,9881,134467,299014,216104,236285,66002,27846,864871,448525,651247,53985,429348,85345,210205,917,976365,507125,744653,59475,481343,98025,248539,1047
106470871,MERCY MEDICAL CENTER MT. SHASTA,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Siskiyou,1,205,Non-Profit,General,Comparable,Rural,530-225-6374,914 PINE STREET,MT. SHASTA,96067,RODGER PAGE,PRESIDENT,WWW.MERCY.ORG,DIGNITY HEALTH,JAMES WACHTER,DIGNITY HEALTH,3,05-1319,,HSP30419I,25,25,10,1426,181,113,616,0,92,417,1,15,2861,487,60,52,258,0,33,169,1,6,1066,25,0,0,0,0,0,2861,0,0,0,0,0,1066,0,0,0,0,0,31.4,31.4,2.7,2.7,0,0,0,28996,1610,3843,15280,0,7140,9264,374,921,67428,9573,15446,0,38041,0,2,54540,102945,432,1976,81,36,128571338,68066791,259519,60764066,187083,58585125,2366024,1274923,55511,0,0,3585436,9972315,29616045,88982978,22942400,1856602,1063413,8081655,0,2557569,6454883,26169,291343,43274034,37341145,2818023,2881160,19161801,0,5480513,16120815,430272,1063575,85297304,36485472,2681624,1815743,15829499,0,0,2833318,3608171,1937412,0,1732298,0,1143254,0,259519,0,0,22952073,1680735,1332033,11342867,0,5033081,18152390,1,270886,0,-36750,231186,883972,0,0,5326442,9997258,18077683,0,0,0,0,9418957,2616877,10832723,2315185,19079372,12047692,3664222,1255879,7078861,8984340,3054311,586909,258586,117401,2457552,23226179,1254621,13247076,2800296,2726486,0,43254658,6776794,0,1525980,34951884,43254658,3095210,19728881,-12487186,21406712,17834565,42186036,28938960,0,47717,2141272,2188989,663009,0,193131,220,43,401430,64876,466306,62,0,49285,109713,83503,0,4066,83949,30628,30815,2775,6696,52686,91287,113615,0,72946,33583,37313,0,64071,104801,129856,0,84243,39887,43448,0
106340950,MERCY SAN JUAN HOSPITAL,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Sacramento,2,309,Non-Profit,General,Comparable,,916-537-5000,6501 COYLE AVENUE,CARMICHAEL,95608,MICHAEL KORPIEL,PRESIDENT,WWW.MERCYSANJUAN.ORG,DIGNITY HEALTH,CHRISTIPHER HALBERS,DIGNITY HEALTH,2,05-0516,,,370,370,300,30541,11771,15288,24664,8,1521,15272,377,408,99850,6297,2219,3295,5102,1,316,2730,78,84,20122,370,0,0,0,0,0,99850,0,0,0,0,0,20122,0,0,0,0,0,73.9,73.9,5,5,0,0,0,69330,25219,14930,44408,3,4480,30702,2387,3095,194554,77999,543,41892,38266,3767,16,681639,382515,4662,6150,1460,561,3057695919,2415063789,70310601,712942731,2560323,670482503,45020551,7476016,1053961,0,0,51442606,747957559,361066603,1948671757,682654181,282886548,278401877,463190080,243307,42212013,370751008,9871516,10681799,2140892329,244083884,98767204,51923727,234540272,12169,16230240,241930404,12767979,16547711,916803590,769981525,334819759,205718272,521600335,0,231786,46343448,419377934,27878289,0,65153061,0,23959380,11666344,0,0,58644257,149741398,56316375,84076037,164912805,5745,11732709,243446483,-1,2711180,0,-31346834,0,6226415,0,0,142078482,70730567,171852215,22661721,0,307411,303368,73485745,18940263,143838222,26284509,213534181,120657368,29440123,13434327,87895738,106182547,24907996,1944043,3233540,4809152,64443488,260708841,0,137074287,5849010,657731,0,404289869,80473108,0,74104964,249711797,404289869,21216667,508660654,-422559460,234761729,105677389,355352527,218278240,0,319032,79299828,80583273,6478309,646135,0,1952,802,3715980,512685,4228665,675,1,205356,837306,1461388,1629,149445,398683,307565,185649,56393,112566,1313486,563488,931121,2443,618601,106599,180242,0,1518275,631910,1060574,2443,688631,121151,205681,0
106013687,MERRITT PERALTA INSTITUTE CDRH,1/1/2018,12/31/2018,365,Audited,Incl. Ind. Audit Adj.,Alameda,5,417,Non-Profit,Specialty,Comparable,,510-869-8802,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,94609-3480,DR. GERALD KOZAI,CEO,WWW.ALTABATES.COM,SUTTER HEALTH,CHRISTINE HODGES,SUTTER HEALTH,,05-0043,HSC00043F,ZZR00043G,24,24,22,81,221,0,0,0,717,6074,96,184,7373,3,14,0,0,0,42,413,7,13,492,0,0,24,0,0,0,0,0,7373,0,0,0,0,0,492,0,0,0,84.2,84.2,15,15,0,0,0,1,0,0,0,0,68,2821,3,16,2909,0,14,0,0,0,0,0,0,0,0,0,0,24431567,14665511,0,9766056,1010,7666730,2100336,0,0,0,0,2100336,16373813,3470999,4586755,234620,668655,0,0,0,1990943,16856163,215117,491183,20456681,863,0,0,0,0,126680,3817727,6117,23499,3974886,208265,505221,0,0,0,0,1567736,11734530,166539,0,240033,0,243187,0,0,0,0,0,163149,0,0,0,536813,8776125,0,289969,0,-2100336,0,0,0,0,3365097,711112,739795,0,0,0,0,1104586,132857,965729,647554,2445759,1090831,478364,14493,726332,2261626,361454,0,26062,249627,12182,3570701,0,0,0,253932,0,3824633,3824633,0,0,0,3824633,0,3120656,-2371431,11918,61524,73442,73442,0,0,0,0,0,3075408,0,25,9,46794,5164,51958,12,0,3802,20451,9437,8500,851,3753,0,0,0,0,38507,8123,164,0,0,0,0,0,42757,9019,182,0,0,0,0,0
106340951,METHODIST HOSPITAL - SACRAMENTO,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Sacramento,2,311,Non-Profit,General,Comparable,,916-423-3000,7500 HOSPITAL DRIVE,SACRAMENTO,95823,PHYLLIS BALTZ,PRESIDENT,WWW.METHODISTSACRAMENTO.ORG,DIGNITY HEALTH,KENTON FONG,DIGNITY HEALTH,,05-0590,HSC00590G,ZZR00590G,329,329,283,11678,5324,57234,14706,0,461,3973,574,1702,95652,2464,993,2096,3343,0,99,1015,32,93,10135,158,0,0,0,171,0,38184,0,0,0,57468,0,9618,0,0,0,517,0,79.7,79.7,9.4,4,0,0,0,18884,6419,20554,51407,0,6935,9942,3192,2197,119530,63200,14308,0,43140,1630,15,174064,252390,1909,4079,1030,474,1334586482,1050024509,28799187,313361160,1626283,310633153,4354290,1846503,745277,0,0,5455516,341485643,254747820,738353019,213471676,87325972,168810729,252023646,0,9079822,66049892,4085536,12301790,813149063,95685850,39171169,58418101,235851693,0,15831428,54426371,13060739,8992068,521437419,258228942,110633385,165670965,378206039,-4141493,0,19284927,65842916,12063968,0,35448103,0,8786757,3756142,0,0,25043045,50928584,19619898,61769896,95296934,0,5626323,79676392,0,443133,0,-16632261,296249,287450,0,0,68485392,25770240,63374289,9801655,0,16179,1197727,42023068,10882664,67102867,21979072,99490155,56177403,10691907,9197034,31683556,50107485,12544502,1521558,3855736,8211230,27152587,74579347,0,105923359,2816237,935421,0,184254364,39766209,0,151199519,-6711364,184254364,0,201279021,-168712871,126332427,47593504,205522279,99598920,0,157512,6345653,151890972,691453,0,145082924,999,412,1940520,257695,2198215,323,13,147968,381079,592023,15611,207806,159633,185045,131323,41783,78249,716385,208216,379822,54587,402640,76396,101474,1000,820355,231459,430141,61888,451017,87539,114631,1185
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1/1/2018,12/31/2018,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,913,Non-Profit,General,Comparable,,626-445-4441,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,DAN F. AUSMAN,PRESIDENT/CEO,WWW.METHODISTHOSPITAL.ORG,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,ILIANA ALVARADO,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,,05-0238,HSC30238F,ZZT30238F,324,324,224,35006,12546,3698,7692,0,796,13038,141,1685,74602,5875,2985,700,1661,0,196,3621,34,406,15478,294,0,0,30,0,0,66702,0,0,7900,0,0,14834,0,0,644,0,0,63.1,63.1,4.8,4.8,24,3034,1334,14592,11694,3655,15445,0,879,28089,210,2132,76696,51198,6326,0,27753,0,12,505078,161257,6687,2527,934,542,1789260272,1492077965,0,297182307,3477633,289337816,11322124,-4808916,20065728,0,0,-13552520,509995817,133402747,1145861708,560780967,270339590,63636197,147178049,0,9994546,281762838,2011499,20437924,1356141610,96516877,76615126,22334567,79550449,0,5222933,140796276,1087210,10995224,433118662,528519367,289463863,74978398,200265902,0,0,11358436,306781581,4995343,0,3202879,0,72512196,0,0,0,0,117053469,57337006,4687455,9841212,0,3850455,101813525,0,2599185,0,2038297,1606876,-6415792,0,0,63953317,13911810,81963231,0,0,0,0,40555520,8852797,60603296,19497845,116194329,22253873,7075587,8245684,52895821,21864648,14736070,4769645,878125,11869937,28554097,235622813,394245,225669242,9196580,9183196,0,480066076,52126383,3200000,267146865,157592828,480066076,36097019,153760122,-107019433,312772714,110677462,443042593,217373351,263608333,0,0,269170437,2023572,97016,97017,1420,570,2730101,330210,3060311,707,0,169902,657782,853546,17786,285422,335660,187251,115436,27861,79455,998478,153876,557899,0,502594,167480,349774,0,1126211,172778,632793,0,551933,187723,388873,0
106190958,METROPOLITAN STATE HOSPITAL,7/1/2017,6/30/2018,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,921,State,Specialty,State,,562-863-7011,11401 S. BLOOMFIELD AVENUE,NORWALK,90650,EDDIE PARK,EXECUTIVE DIRECTOR,WWW.DSH.CA.GOV,STATE OF CALIFORNIA,MAJEED MAJEED,DDS,,05-4133,,,1106,856,826,106378,0,0,0,0,682,0,0,173218,280278,149,0,0,0,0,31,0,0,676,856,0,1004,0,0,102,0,0,244211,0,0,36067,0,0,746,0,0,110,0,69.4,89.7,327.4,327.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230420394,40545,0,230379849,0,230420394,-40545,40545,0,0,0,0,184949238,0,45471156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,0,0,0,0,0,0,0,0,0,0,0,38781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106410852,MILLS-PENINSULA MEDICAL CENTER,1/1/2018,12/31/2018,365,Audited,Incl. Ind. Audit Adj.,San Mateo,4,427,Non-Profit,General,Comparable,,650-696-5400,1501 TROUSDALE DRIVE,BURLINGAME,94010,JANET WAGNER,CEO,MILLS-PENINSULA.ORG,SUTTER BAY HOSPITALS,YULIANA KLUKA,SUTTER HEALTH,,05-0007,HSC30007G,HSP30007G,301,301,179,19424,11298,5013,3737,2,1077,17904,436,538,59429,3973,2226,740,864,1,289,5016,96,218,13423,241,60,0,0,0,0,47335,12094,0,0,0,0,11383,2040,0,0,0,0,54.1,54.1,4.4,4.4,0,0,0,15833,8547,1608,14393,4,2793,33938,1320,2520,80956,48674,6864,0,18282,20210,21,481249,578650,3015,7236,1329,517,1744897359,1211693199,84013903,617218063,5196057,640928999,-18514879,21750865,4370001,0,0,-1134015,367816599,190170663,1186910097,353301064,187011072,48680011,67808229,29501,17853150,254840583,9350086,4909682,943783378,231364456,115352997,7144082,65489867,7031,17104386,349444930,8083301,7122931,801113981,474572190,263774436,43754551,100685940,0,6559,19365812,279834889,4359125,0,20552688,0,4787009,40534863,0,0,43479040,108783675,79001108,11252718,31830240,23264,15141388,364616277,0,6569393,0,-1171665,9930334,1521630,0,0,93570058,42710934,177450101,43993599,19170635,689668,0,96900586,23003573,94823135,48616710,167488648,76779039,17386853,18894013,70786514,191814700,46821112,1849820,2875361,11140698,35092241,132192740,0,508124041,11446964,7686914,0,659450659,99517812,656105,467939028,91337714,659450659,0,252918004,-189701252,769390702,178617580,997031252,488907211,0,0,463588015,467939028,0,31121197,41446539,1547,552,2936925,372572,3309497,772,0,218443,815187,867992,15872,193737,342442,388271,3260,70743,20978,850987,198768,972187,4448,594007,86906,226691,2931,964042,222324,1102653,4823,666215,96387,249033,4020
106190681,MIRACLE MILE MEDICAL CENTER,1/1/2018,12/31/2018,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Investor,General,Comparable,,323-930-1040,6000 SAN VICENTE BLVD,LOS ANGELES,90036,DR. GIL TEPPER,CEO,WWW.MIRACLEMILEMEDICALCENTER.COM,DR. GIL TEPPER,MICHAEL HIGGINS,RDS CONSULTING,,05-0751,,,17,17,2,153,0,0,0,0,240,0,0,0,393,65,0,0,0,0,129,0,0,0,194,17,0,0,0,0,0,393,0,0,0,0,0,194,0,0,0,0,0,6.3,6.3,2,2,0,0,0,41,0,0,0,0,223,0,0,0,264,0,0,0,0,0,1,44185,14262,195,264,0,0,32031082,40185513,0,-8154431,207056,6137247,-14084622,16556,0,0,0,-14068066,2068030,0,29963052,9258102,0,0,0,0,18778643,0,0,0,28036745,527270,0,0,0,0,3467067,0,0,0,3994337,16411979,0,0,0,0,0,23773534,0,0,0,0,0,0,0,0,0,0,-6626607,0,0,0,0,-1527824,0,0,0,0,0,0,0,0,0,1141066,738,1469977,0,0,0,0,1270031,911836,479073,864526,2499037,631013,0,348599,393445,554314,143016,58564,326000,86368,1096891,-1108960,0,582129,1528784,-7400,-517525,477028,1407717,0,0,-930689,477028,3753218,45972987,-50952866,0,2170557,3085245,2503116,0,0,0,0,0,0,97958,43,2,81550,6925,88475,26,0,18144,32664,4043,0,0,26699,0,0,0,0,17328,0,22030,0,13470,19037,9685,0,18259,0,23495,0,14511,21433,10777,0
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,1/1/2018,12/31/2018,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,905,Non-Profit,General,Comparable,,818-787-2222,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,JAMES THEIRING,CEO,WWW.MCHOLINE.ORG,"DEANCO HEALTHCARE, LLC",CATHERINE MATSUDA,"HEALTHQUEST CONSULTING, INC.",,05-2704,HSC30704F,,145,145,133,13856,2889,15740,8644,0,1894,951,7,732,44713,2827,622,2639,2238,0,378,201,3,138,9046,85,60,0,0,0,0,24871,19842,0,0,0,0,5805,3241,0,0,0,0,84.5,84.5,4.9,4.9,0,0,0,21248,1606,1561,5670,0,895,966,113,1252,33311,17823,0,0,2057,9469,4,148469,40663,1194,486,0,0,375991015,248910525,27909410,154989900,762078,147953040,7798938,39300,281481,0,0,7556757,125647086,29881436,220462493,112913835,31599892,41082635,84018736,0,34286769,12312586,45320,4027157,320286930,15228583,3894870,3904842,18264140,0,3846720,4546594,97517,5920819,55704085,92655661,29234125,26571207,60548906,-3306006,0,23977375,12694622,2290242,0,3704960,0,539433,0,27909410,0,0,35486757,6260364,17373539,71824053,0,12762328,4164558,0,7118301,0,0,0,0,0,0,27565623,6610592,25220269,20478172,5493414,0,0,14775239,3566197,40009937,4233597,38083673,10675940,1629186,9388053,14666635,38813355,1043748,4381357,1427875,807810,27035408,79027410,0,3660448,1012209,0,0,83700067,64317002,0,10178168,9204897,83700067,2601655,174459947,-158613372,448931,6839937,8223641,4563193,0,423625,0,10202502,24334,0,9390877,583,248,1148438,144827,1293265,190,0,105486,248871,275908,76163,91738,229291,41091,0,72510,7380,571298,100595,161373,0,108717,63586,142869,0,638929,112861,179073,0,136252,69860,156290,0
106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,7/1/2017,6/30/2018,365,Audited,Excl. Ind. Audit Adj.,Orange,13,1017,Non-Profit,General,Comparable,,949-364-1400,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,EILEEN HAUBL,CFO,WWW.MISSION4HEALTH.COM,ST. JOSEPH HEALTH SYSTEM,RUDY BELTRAN,"TOYON ASSOCIATES, INC.",2,05-0567,,ZZT30567I,523,404,241,26073,13381,4353,7803,0,1480,26047,262,711,80110,5840,3151,1073,1956,0,333,6411,23,325,19112,427,36,38,22,0,0,63895,6526,4223,5466,0,0,16901,985,754,472,0,0,42,54.3,4.2,4.2,0,4845,2324,47949,31306,10426,32497,0,5373,91612,266,9226,228655,79605,0,0,144156,0,19,789414,358748,4870,3818,1596,720,2624394443,2053284801,41678011,612787653,11680049,581432432,43035270,25368058,26774021,0,0,41629307,442175206,316451564,1865767673,506683089,290860701,77501558,147952414,0,33333021,472854631,1571646,16301748,1547058808,260606706,166866671,42179025,128300672,0,22425790,421164102,965729,34826940,1077335635,644387613,291667163,71198525,213014249,0,0,43781372,636382255,10090626,0,32439545,0,110323453,19691920,0,0,21986091,121200567,158432130,37553527,41248269,0,8589633,221588825,0,24174702,0,-136358885,1048255,8313058,0,0,103787798,43418139,178477073,1238957,6150368,5262,0,80965965,21249006,115188488,30951376,172493928,78868468,23600957,18494583,100355081,99598099,23362245,7175650,2938130,7859697,46685594,102661524,0,333542147,9089272,0,0,445292943,80813546,0,217486102,146993295,445292943,3664799,191917954,-115629364,343022429,206513058,622047741,288505594,0,0,214708855,224284393,6798291,0,7214114,2197,971,4228185,565354,4793539,498,0,463759,928439,1244153,1874,573710,390300,402010,888,200903,22149,1387954,486777,1244935,0,762088,29328,293554,23549,1589453,543656,1407568,0,856080,32459,337985,26338
